,标普500,,,日经225,,,上证综指
,SPX.GI,,,N225.GI,,,000001.SH
日期,收盘价,,日期,收盘价,,日期,收盘价
Date,close,,Date,close,,Date,close
2018-06-27,17701.2039,,2018-06-27,1327.2193,,2018-06-27,2813.1775
2018-06-28,17916.7808,,2018-06-28,1335.4662,,2018-06-28,2786.8966
2018-06-29,17986.3669,,2018-06-29,1336.3524,,2018-06-29,2847.4181
2018-07-02,18039.0953,,2018-07-02,1303.8517,,2018-07-02,2775.5570
2018-07-03,18042.0990,,2018-07-03,1307.2849,,2018-07-03,2786.8878
2018-07-04,18068.6886,,2018-07-04,1309.4072,,2018-07-04,2759.1260
2018-07-05,18110.8850,,2018-07-05,1290.8802,,2018-07-05,2733.8819
2018-07-06,18307.5420,,2018-07-06,1306.7001,,2018-07-06,2747.2285
2018-07-09,18484.9399,,2018-07-09,1325.5786,,2018-07-09,2815.1095
2018-07-10,18511.7045,,2018-07-10,1325.7315,,2018-07-10,2827.6252
2018-07-11,18373.4441,,2018-07-11,1310.0767,,2018-07-11,2777.7711
2018-07-12,18671.8699,,2018-07-12,1324.4215,,2018-07-12,2837.6586
2018-07-13,18692.3012,,2018-07-13,1338.5314,,2018-07-13,2831.1837
2018-07-16,18681.7590,,2018-07-16,1342.3956,,2018-07-16,2814.0418
2018-07-17,18773.6941,,2018-07-17,1349.8347,,2018-07-17,2798.1259
2018-07-18,18840.4397,,2018-07-18,1350.8293,,2018-07-18,2787.2570
2018-07-19,18808.5926,,2018-07-19,1353.7245,,2018-07-19,2772.5454
2018-07-20,18960.2638,,2018-07-20,1365.9811,,2018-07-20,2829.2712
2018-07-23,18973.2199,,2018-07-23,1362.0282,,2018-07-23,2859.5424
2018-07-24,19147.9776,,2018-07-24,1372.3064,,2018-07-24,2905.5618
2018-07-25,19364.6603,,2018-07-25,1383.6981,,2018-07-25,2903.6467
2018-07-26,19198.6865,,2018-07-26,1378.4541,,2018-07-26,2882.2254
2018-07-27,19151.6268,,2018-07-27,1388.6121,,2018-07-27,2873.5938
2018-07-30,19094.3941,,2018-07-30,1385.1099,,2018-07-30,2869.0495
2018-07-31,19197.2408,,2018-07-31,1384.7533,,2018-07-31,2876.4009
2018-08-01,19213.2794,,2018-08-01,1390.4148,,2018-08-01,2824.5337
2018-08-02,19208.6981,,2018-08-02,1370.0450,,2018-08-02,2768.0239
2018-08-03,19405.8393,,2018-08-03,1379.3970,,2018-08-03,2740.4429
2018-08-06,19528.9455,,2018-08-06,1387.5088,,2018-08-06,2705.1565
2018-08-07,19560.6592,,2018-08-07,1393.5999,,2018-08-07,2779.3740
2018-08-08,19521.8060,,2018-08-08,1389.5454,,2018-08-08,2744.0696
2018-08-09,19494.8025,,2018-08-09,1392.3998,,2018-08-09,2794.3818
2018-08-10,19378.2186,,2018-08-10,1373.4502,,2018-08-10,2795.3099
2018-08-13,19366.6234,,2018-08-13,1356.6907,,2018-08-13,2785.8720
2018-08-14,19509.1052,,2018-08-14,1388.7373,,2018-08-14,2780.9646
2018-08-15,19406.1685,,2018-08-15,1375.3294,,2018-08-15,2723.2576
2018-08-16,19585.4213,,2018-08-16,1385.4491,,2018-08-16,2705.1917
2018-08-17,19635.6856,,2018-08-17,1384.7054,,2018-08-17,2668.9660
2018-08-20,19633.0762,,2018-08-20,1381.5104,,2018-08-20,2698.4658
2018-08-21,19571.1946,,2018-08-21,1382.4672,,2018-08-21,2733.8264
2018-08-22,19537.9313,,2018-08-22,1387.0148,,2018-08-22,2714.6082
2018-08-23,19532.3152,,2018-08-23,1385.8403,,2018-08-23,2724.6244
2018-08-24,19751.9950,,2018-08-24,1395.9757,,2018-08-24,2729.4308
2018-08-27,19844.9864,,2018-08-27,1405.0278,,2018-08-27,2780.8990
2018-08-28,19718.2031,,2018-08-28,1397.2110,,2018-08-28,2777.9808
2018-08-29,19836.4531,,2018-08-29,1398.8823,,2018-08-29,2769.2947
2018-08-30,19760.4668,,2018-08-30,1394.9938,,2018-08-30,2737.7367
2018-08-31,19801.7134,,2018-08-31,1406.7555,,2018-08-31,2725.2499
2018-09-03,19831.0187,,2018-09-03,1397.6847,,2018-09-03,2720.7344
2018-09-04,19750.7060,,2018-09-04,1393.7258,,2018-09-04,2750.5804
2018-09-05,19719.3168,,2018-09-05,1383.4823,,2018-09-05,2704.3368
2018-09-06,19633.1937,,2018-09-06,1376.4868,,2018-09-06,2691.5929
2018-09-07,19588.3036,,2018-09-07,1376.8587,,2018-09-07,2702.3007
2018-09-10,19676.4044,,2018-09-10,1379.7708,,2018-09-10,2669.4845
2018-09-11,19778.5810,,2018-09-11,1397.0968,,2018-09-11,2664.7997
2018-09-12,19802.3910,,2018-09-12,1388.4882,,2018-09-12,2656.1101
2018-09-13,19890.1480,,2018-09-13,1405.2684,,2018-09-13,2686.5784
2018-09-14,19859.0243,,2018-09-14,1409.7448,,2018-09-14,2681.6431
2018-09-17,19790.8799,,2018-09-17,1413.6478,,2018-09-17,2651.7886
2018-09-18,19910.2068,,2018-09-18,1437.3420,,2018-09-18,2699.9501
2018-09-19,19939.5224,,2018-09-19,1445.2310,,2018-09-19,2730.8503
2018-09-20,20084.4298,,2018-09-20,1444.8810,,2018-09-20,2729.2438
2018-09-21,20026.3452,,2018-09-21,1451.1963,,2018-09-21,2797.4848
2018-09-25,19954.0926,,2018-09-25,1452.7429,,2018-09-25,2781.1385
2018-09-26,19926.5269,,2018-09-26,1458.7069,,2018-09-26,2806.8133
2018-09-27,20002.2788,,2018-09-27,1448.7455,,2018-09-27,2791.7748
2018-09-28,20045.8512,,2018-09-28,1464.2070,,2018-09-28,2821.3501
2018-10-08,19890.1640,,2018-10-08,1443.9096,,2018-10-08,2716.5104
2018-10-09,19879.8186,,2018-10-09,1432.9236,,2018-10-09,2721.0130
2018-10-10,19241.2489,,2018-10-10,1436.1250,,2018-10-10,2725.8367
2018-10-11,18852.4910,,2018-10-11,1390.4448,,2018-10-11,2583.4575
2018-10-12,19126.4026,,2018-10-12,1397.3329,,2018-10-12,2606.9125
2018-10-15,19022.8132,,2018-10-15,1373.9388,,2018-10-15,2568.0984
2018-10-16,19421.8860,,2018-10-16,1393.9038,,2018-10-16,2546.3296
2018-10-17,19412.4839,,2018-10-17,1405.3913,,2018-10-17,2561.6140
2018-10-18,19180.7235,,2018-10-18,1393.9980,,2018-10-18,2486.4186
2018-10-19,19204.7951,,2018-10-19,1394.8259,,2018-10-19,2550.4652
2018-10-22,19080.6108,,2018-10-22,1392.7337,,2018-10-22,2654.8762
2018-10-23,19003.3963,,2018-10-23,1354.2132,,2018-10-23,2594.8255
2018-10-24,18421.9128,,2018-10-24,1362.8049,,2018-10-24,2603.2951
2018-10-25,18779.0908,,2018-10-25,1317.9807,,2018-10-25,2603.7995
2018-10-26,18480.5542,,2018-10-26,1310.3311,,2018-10-26,2598.8468
2018-10-29,18324.2001,,2018-10-29,1311.0973,,2018-10-29,2542.1033
2018-10-30,18664.1300,,2018-10-30,1328.7212,,2018-10-30,2568.0481
2018-10-31,18886.1844,,2018-10-31,1350.0811,,2018-10-31,2602.7832
2018-11-01,19092.1578,,2018-11-01,1339.9064,,2018-11-01,2606.2372
2018-11-02,18890.1395,,2018-11-02,1368.6746,,2018-11-02,2676.4762
2018-11-05,18887.7671,,2018-11-05,1334.7872,,2018-11-05,2665.4306
2018-11-06,19033.2709,,2018-11-06,1350.9463,,2018-11-06,2659.3564
2018-11-07,19434.1313,,2018-11-07,1345.3565,,2018-11-07,2641.3420
2018-11-08,19412.8783,,2018-11-08,1369.2510,,2018-11-08,2635.6322
2018-11-09,19280.4642,,2018-11-09,1353.8165,,2018-11-09,2598.8715
2018-11-12,18940.6861,,2018-11-12,1359.0417,,2018-11-12,2630.5195
2018-11-13,18954.2671,,2018-11-13,1335.8071,,2018-11-13,2654.8795
2018-11-14,18749.5055,,2018-11-14,1332.3076,,2018-11-14,2632.2425
2018-11-15,18945.4038,,2018-11-15,1331.8523,,2018-11-15,2668.1704
2018-11-16,18983.4204,,2018-11-16,1324.7121,,2018-11-16,2679.1097
2018-11-19,18631.9599,,2018-11-19,1340.7357,,2018-11-19,2703.5116
2018-11-20,18303.0139,,2018-11-20,1329.7360,,2018-11-20,2645.8545
2018-11-21,18403.4989,,2018-11-21,1325.9829,,2018-11-21,2651.5053
2018-11-22,18388.1293,,2018-11-22,1328.4271,,2018-11-22,2645.4339
2018-11-23,18245.2203,,2018-11-23,1327.9509,,2018-11-23,2579.4831
2018-11-26,18567.9123,,2018-11-26,1342.0487,,2018-11-26,2575.8101
2018-11-27,18631.1575,,2018-11-27,1343.2893,,2018-11-27,2574.6792
2018-11-28,19069.3405,,2018-11-28,1355.2599,,2018-11-28,2601.7365
2018-11-29,18987.1869,,2018-11-29,1359.2430,,2018-11-29,2567.4434
2018-11-30,19143.7111,,2018-11-30,1366.8344,,2018-11-30,2588.1875
2018-12-03,19373.8179,,2018-12-03,1378.5729,,2018-12-03,2654.7980
2018-12-04,18613.9436,,2018-12-04,1337.4119,,2018-12-04,2665.9577
2018-12-05,18488.9309,,2018-12-05,1331.7527,,2018-12-05,2649.8051
2018-12-06,18493.9474,,2018-12-06,1304.7613,,2018-12-06,2605.1813
2018-12-07,18079.7805,,2018-12-07,1320.6002,,2018-12-07,2605.8876
2018-12-10,18119.2900,,2018-12-10,1296.2144,,2018-12-10,2584.5822
2018-12-11,18192.7273,,2018-12-11,1289.7331,,2018-12-11,2594.0881
2018-12-12,18309.3498,,2018-12-12,1315.3482,,2018-12-12,2602.1526
2018-12-13,18227.4985,,2018-12-13,1324.6572,,2018-12-13,2634.0491
2018-12-14,17874.6563,,2018-12-14,1293.7757,,2018-12-14,2593.7407
2018-12-17,17543.5634,,2018-12-17,1307.8979,,2018-12-17,2597.9737
2018-12-18,17531.3301,,2018-12-18,1289.0138,,2018-12-18,2576.6495
2018-12-19,17265.1828,,2018-12-19,1285.5311,,2018-12-19,2549.5634
2018-12-20,17009.4065,,2018-12-20,1250.4730,,2018-12-20,2536.2675
2018-12-21,16632.3872,,2018-12-21,1248.3880,,2018-12-21,2516.2506
2018-12-24,16224.0007,,2018-12-24,1253.6514,,2018-12-24,2527.0071
2018-12-25,16203.5461,,2018-12-25,1196.3909,,2018-12-25,2504.8190
2018-12-26,16988.8807,,2018-12-26,1206.6850,,2018-12-26,2498.2939
2018-12-27,17146.5454,,2018-12-27,1244.2503,,2018-12-27,2483.0864
2018-12-28,17060.1308,,2018-12-28,1238.6541,,2018-12-28,2493.8962
2019-01-02,17189.1874,,2019-01-02,1250.3027,,2019-01-02,2465.2910
2019-01-03,16800.1139,,2019-01-03,1276.8022,,2019-01-03,2464.3628
2019-01-04,17365.5637,,2019-01-04,1244.3950,,2019-01-04,2514.8682
2019-01-07,17469.7110,,2019-01-07,1264.7997,,2019-01-07,2533.0887
2019-01-08,17609.4793,,2019-01-08,1272.0666,,2019-01-08,2526.4622
2019-01-09,17713.6969,,2019-01-09,1286.5167,,2019-01-09,2544.3449
2019-01-10,17698.6982,,2019-01-10,1270.4404,,2019-01-10,2535.0985
2019-01-11,17630.9420,,2019-01-11,1276.1053,,2019-01-11,2553.8313
2019-01-14,17448.1132,,2019-01-14,1268.1854,,2019-01-14,2535.7653
2019-01-15,17630.4883,,2019-01-15,1283.1023,,2019-01-15,2570.3449
2019-01-16,17688.7602,,2019-01-16,1272.4590,,2019-01-16,2570.4221
2019-01-17,17816.9808,,2019-01-17,1264.4307,,2019-01-17,2559.6370
2019-01-18,18071.3592,,2019-01-18,1281.1103,,2019-01-18,2596.0056
2019-01-21,18100.4700,,2019-01-21,1280.3924,,2019-01-21,2610.5094
2019-01-22,17865.2797,,2019-01-22,1276.1250,,2019-01-22,2579.7041
2019-01-23,17934.9800,,2019-01-23,1279.8997,,2019-01-23,2581.0041
2019-01-24,17915.5259,,2019-01-24,1273.5079,,2019-01-24,2591.6935
2019-01-25,18104.6459,,2019-01-25,1288.1685,,2019-01-25,2601.7234
2019-01-28,17838.5847,,2019-01-28,1273.0521,,2019-01-28,2596.9767
2019-01-29,17781.9840,,2019-01-29,1273.8097,,2019-01-29,2594.2536
2019-01-30,18054.9950,,2019-01-30,1265.4400,,2019-01-30,2575.5756
2019-01-31,18124.2303,,2019-01-31,1277.1126,,2019-01-31,2584.5724
2019-02-01,18155.6739,,2019-02-01,1280.6688,,2019-02-01,2618.2323
2019-02-11,18289.7951,,2019-02-11,1249.4733,,2019-02-11,2653.8960
2019-02-12,18599.6628,,2019-02-12,1280.9790,,2019-02-12,2671.8937
2019-02-13,18631.1305,,2019-02-13,1295.1628,,2019-02-13,2721.0683
2019-02-14,18600.6733,,2019-02-14,1291.1501,,2019-02-14,2719.6999
2019-02-15,18769.4399,,2019-02-15,1279.0977,,2019-02-15,2682.3850
2019-02-18,18779.4320,,2019-02-18,1302.9387,,2019-02-18,2754.3566
2019-02-19,18802.8526,,2019-02-19,1302.9340,,2019-02-19,2755.6459
2019-02-20,18812.8763,,2019-02-20,1308.9497,,2019-02-20,2761.2189
2019-02-21,18652.7434,,2019-02-21,1302.1275,,2019-02-21,2751.8012
2019-02-22,18753.0583,,2019-02-22,1300.1428,,2019-02-22,2804.2262
2019-02-25,18770.5660,,2019-02-25,1304.4816,,2019-02-25,2961.2834
2019-02-26,18705.7193,,2019-02-26,1293.2052,,2019-02-26,2941.5163
2019-02-27,18669.0150,,2019-02-27,1303.5653,,2019-02-27,2953.8242
2019-02-28,18628.5165,,2019-02-28,1289.9742,,2019-02-28,2940.9538
2019-03-01,18772.6671,,2019-03-01,1298.1921,,2019-03-01,2994.0050
2019-03-04,18725.5118,,2019-03-04,1306.9438,,2019-03-04,3027.5755
2019-03-05,18690.0971,,2019-03-05,1302.5557,,2019-03-05,3054.2466
2019-03-06,18583.4037,,2019-03-06,1294.3184,,2019-03-06,3102.0991
2019-03-07,18448.0692,,2019-03-07,1289.2273,,2019-03-07,3106.4179
2019-03-08,18443.0311,,2019-03-08,1267.0633,,2019-03-08,2969.8614
2019-03-11,18704.3327,,2019-03-11,1277.8989,,2019-03-11,3026.9925
2019-03-12,18738.9155,,2019-03-12,1297.0596,,2019-03-12,3060.3073
2019-03-13,18865.2085,,2019-03-13,1283.7802,,2019-03-13,3026.9513
2019-03-14,18819.3436,,2019-03-14,1282.2662,,2019-03-14,2990.6850
2019-03-15,18957.7514,,2019-03-15,1289.6037,,2019-03-15,3021.7512
2019-03-18,19005.6279,,2019-03-18,1298.5667,,2019-03-18,3096.4176
2019-03-19,18995.7809,,2019-03-19,1299.0792,,2019-03-19,3090.9750
2019-03-20,18950.8657,,2019-03-20,1301.6133,,2019-03-20,3090.6403
2019-03-21,19084.8728,,2019-03-21,1304.0983,,2019-03-21,3101.4550
2019-03-22,18749.0730,,2019-03-22,1306.9185,,2019-03-22,3104.1487
2019-03-25,18776.4359,,2019-03-25,1278.9534,,2019-03-25,3043.0313
2019-03-26,18895.5195,,2019-03-26,1305.4604,,2019-03-26,2997.0954
2019-03-27,18835.5347,,2019-03-27,1298.9289,,2019-03-27,3022.7196
2019-03-28,18937.4941,,2019-03-28,1280.9139,,2019-03-28,2994.9434
2019-03-29,19085.4324,,2019-03-29,1290.7340,,2019-03-29,3090.7580
2019-04-01,19265.5098,,2019-04-01,1302.7159,,2019-04-01,3170.3610
2019-04-02,19256.6706,,2019-04-02,1296.6412,,2019-04-02,3176.8227
2019-04-03,19307.5240,,2019-04-03,1310.6962,,2019-04-03,3216.2952
2019-04-04,19307.7496,,2019-04-04,1307.5378,,2019-04-04,3246.5714
2019-04-08,19459.8640,,2019-04-08,1309.4638,,2019-04-08,3244.8103
2019-04-09,19324.8104,,2019-04-09,1313.1918,,2019-04-09,3239.6639
2019-04-10,19382.7773,,2019-04-10,1309.6256,,2019-04-10,3241.9299
2019-04-11,19377.1612,,2019-04-11,1312.3878,,2019-04-11,3189.9619
2019-04-12,19543.6100,,2019-04-12,1317.2638,,2019-04-12,3188.6256
2019-04-15,19499.9285,,2019-04-15,1327.9075,,2019-04-15,3177.7866
2019-04-16,19505.5005,,2019-04-16,1331.6108,,2019-04-16,3253.5978
2019-04-17,19464.9200,,2019-04-17,1334.8737,,2019-04-17,3263.1179
2019-04-18,19437.8462,,2019-04-18,1319.0232,,2019-04-18,3250.2012
2019-04-19,19476.1926,,2019-04-19,1329.2363,,2019-04-19,3270.7973
2019-04-22,19493.5769,,2019-04-22,1330.7856,,2019-04-22,3215.0426
2019-04-23,19679.7122,,2019-04-23,1334.1153,,2019-04-23,3198.5938
2019-04-24,19672.5836,,2019-04-24,1333.9536,,2019-04-24,3201.6137
2019-04-25,19695.1724,,2019-04-25,1338.9010,,2019-04-25,3123.8261
2019-04-26,19787.4503,,2019-04-26,1344.1379,,2019-04-26,3086.3989
2019-04-29,19809.5349,,2019-04-29,1342.5130,,2019-04-29,3062.4985
2019-04-30,19821.3117,,2019-04-30,1341.1998,,2019-04-30,3078.3389
2019-05-06,19748.4260,,2019-05-06,1353.2195,,2019-05-06,2906.4640
2019-05-07,19500.2157,,2019-05-07,1336.5138,,2019-05-07,2926.3908
2019-05-08,19463.7274,,2019-05-08,1324.6492,,2019-05-08,2893.7567
2019-05-09,19424.7269,,2019-05-09,1316.1454,,2019-05-09,2850.9537
2019-05-10,19568.1637,,2019-05-10,1320.2046,,2019-05-10,2939.2106
2019-05-13,19107.7814,,2019-05-13,1312.4395,,2019-05-13,2903.7131
2019-05-14,19377.4440,,2019-05-14,1318.5558,,2019-05-14,2883.6107
2019-05-15,19571.5553,,2019-05-15,1326.7005,,2019-05-15,2938.6781
2019-05-16,19756.8668,,2019-05-16,1321.4071,,2019-05-16,2955.7110
2019-05-17,19690.4376,,2019-05-17,1332.1256,,2019-05-17,2882.2962
2019-05-20,19594.1787,,2019-05-20,1335.9380,,2019-05-20,2870.6046
2019-05-21,19761.2196,,2019-05-21,1334.2506,,2019-05-21,2905.9688
2019-05-22,19705.9780,,2019-05-22,1330.5086,,2019-05-22,2891.7046
2019-05-23,19471.7627,,2019-05-23,1324.1248,,2019-05-23,2852.5153
2019-05-24,19497.8358,,2019-05-24,1329.9203,,2019-05-24,2852.9948
2019-05-27,19478.3359,,2019-05-27,1334.6508,,2019-05-27,2892.3782
2019-05-28,19328.9245,,2019-05-28,1338.4321,,2019-05-28,2909.9106
2019-05-29,19199.4984,,2019-05-29,1327.4340,,2019-05-29,2914.6964
2019-05-30,19240.3451,,2019-05-30,1320.6778,,2019-05-30,2905.8054
2019-05-31,18987.0124,,2019-05-31,1298.2664,,2019-05-31,2898.6961
2019-06-03,18908.1627,,2019-06-03,1299.1117,,2019-06-03,2890.0809
2019-06-04,19292.6648,,2019-06-04,1300.2281,,2019-06-04,2862.2803
2019-06-05,19473.0213,,2019-06-05,1323.7077,,2019-06-05,2861.4181
2019-06-06,19604.4418,,2019-06-06,1324.6982,,2019-06-06,2827.7978
2019-06-10,19896.7865,,2019-06-10,1343.2615,,2019-06-10,2852.1302
2019-06-11,19891.2680,,2019-06-11,1351.8153,,2019-06-11,2925.7162
2019-06-12,19851.3131,,2019-06-12,1343.1952,,2019-06-12,2909.3796
2019-06-13,19933.2312,,2019-06-13,1340.0959,,2019-06-13,2910.7406
2019-06-14,19901.9740,,2019-06-14,1346.7085,,2019-06-14,2881.9743
2019-06-17,19921.3850,,2019-06-17,1346.1903,,2019-06-17,2887.6221
2019-06-18,20115.5521,,2019-06-18,1335.0179,,2019-06-18,2890.1580
2019-06-19,20161.2609,,2019-06-19,1356.9835,,2019-06-19,2917.8029
2019-06-20,20326.2355,,2019-06-20,1367.5276,,2019-06-20,2987.1186
2019-06-21,20202.3897,,2019-06-21,1356.3225,,2019-06-21,3001.9802
2019-06-24,20176.5311,,2019-06-24,1358.0674,,2019-06-24,3008.1479
2019-06-25,20007.3920,,2019-06-25,1353.8182,,2019-06-25,2982.0738
2019-06-26,20017.9600,,2019-06-26,1352.0932,,2019-06-26,2976.2837
2019-06-27,20117.0148,,2019-06-27,1362.0367,,2019-06-27,2996.7926
2019-06-28,20223.7175,,2019-06-28,1357.7441,,2019-06-28,2978.8784
2019-07-01,20369.6900,,2019-07-01,1378.2016,,2019-07-01,3044.9028
2019-07-02,20368.9834,,2019-07-02,1375.8706,,2019-07-02,3043.9428
2019-07-03,20563.3085,,2019-07-03,1377.0958,,2019-07-03,3015.2633
2019-07-04,20582.7813,,2019-07-04,1383.5312,,2019-07-04,3005.2488
2019-07-05,20543.2196,,2019-07-05,1385.6141,,2019-07-05,3011.0588
2019-07-08,20498.6412,,2019-07-08,1367.3882,,2019-07-08,2933.3634
2019-07-09,20515.6464,,2019-07-09,1365.4837,,2019-07-09,2928.2295
2019-07-10,20609.0828,,2019-07-10,1361.5619,,2019-07-10,2915.3022
2019-07-11,20602.4819,,2019-07-11,1372.1349,,2019-07-11,2917.7609
2019-07-12,20693.1476,,2019-07-12,1372.7175,,2019-07-12,2930.5462
2019-07-15,20701.3081,,2019-07-15,1380.5027,,2019-07-15,2942.1853
2019-07-16,20640.7588,,2019-07-16,1371.6231,,2019-07-16,2937.6168
2019-07-17,20540.8675,,2019-07-17,1365.5687,,2019-07-17,2931.6926
2019-07-18,20594.6759,,2019-07-18,1340.5403,,2019-07-18,2901.1766
2019-07-19,20429.9627,,2019-07-19,1371.6119,,2019-07-19,2924.2006
2019-07-22,20524.7678,,2019-07-22,1366.4555,,2019-07-22,2886.9740
2019-07-23,20683.0434,,2019-07-23,1378.7635,,2019-07-23,2899.9446
2019-07-24,20792.6902,,2019-07-24,1381.5753,,2019-07-24,2923.2775
2019-07-25,20646.3265,,2019-07-25,1382.4547,,2019-07-25,2937.3601
2019-07-26,20816.7065,,2019-07-26,1371.3074,,2019-07-26,2944.5410
2019-07-29,20790.6176,,2019-07-29,1369.6837,,2019-07-29,2941.0070
2019-07-30,20749.3601,,2019-07-30,1373.7868,,2019-07-30,2952.3383
2019-07-31,20517.2340,,2019-07-31,1364.4865,,2019-07-31,2932.5058
2019-08-01,20361.2519,,2019-08-01,1365.7203,,2019-08-01,2908.7660
2019-08-02,20229.9722,,2019-08-02,1353.3528,,2019-08-02,2867.8376
2019-08-05,19692.7127,,2019-08-05,1345.0576,,2019-08-05,2821.4957
2019-08-06,20081.0379,,2019-08-06,1357.0866,,2019-08-06,2777.5559
2019-08-07,20186.7064,,2019-08-07,1350.7898,,2019-08-07,2768.6795
2019-08-08,20578.0886,,2019-08-08,1361.5293,,2019-08-08,2794.5523
2019-08-09,20470.2436,,2019-08-09,1371.3415,,2019-08-09,2774.7532
2019-08-12,20247.0971,,2019-08-12,1379.3465,,2019-08-12,2814.9944
2019-08-13,20579.6380,,2019-08-13,1367.2416,,2019-08-13,2797.2596
2019-08-14,19972.8267,,2019-08-14,1366.3782,,2019-08-14,2808.9146
2019-08-15,20009.5157,,2019-08-15,1353.8333,,2019-08-15,2815.7976
2019-08-16,20310.8868,,2019-08-16,1353.0729,,2019-08-16,2823.8238
2019-08-19,20572.2632,,2019-08-19,1359.9446,,2019-08-19,2883.0960
2019-08-20,20435.2532,,2019-08-20,1366.7849,,2019-08-20,2880.0012
2019-08-21,20597.6378,,2019-08-21,1366.7844,,2019-08-21,2880.3307
2019-08-22,20603.8746,,2019-08-22,1364.6254,,2019-08-22,2883.4358
2019-08-23,20092.6247,,2019-08-23,1374.6038,,2019-08-23,2897.4253
2019-08-26,20312.7277,,2019-08-26,1362.2510,,2019-08-26,2863.5673
2019-08-27,20316.5220,,2019-08-27,1371.0483,,2019-08-27,2902.1932
2019-08-28,20456.7230,,2019-08-28,1378.1830,,2019-08-28,2893.7564
2019-08-29,20722.9890,,2019-08-29,1374.4425,,2019-08-29,2890.9192
2019-08-30,20742.4558,,2019-08-30,1383.9836,,2019-08-30,2886.2365
2019-09-02,20743.6264,,2019-09-02,1382.6662,,2019-09-02,2924.1063
2019-09-03,20600.8043,,2019-09-03,1384.3195,,2019-09-03,2930.1538
2019-09-04,20822.3971,,2019-09-04,1387.8700,,2019-09-04,2957.4116
2019-09-05,21085.5552,,2019-09-05,1406.9593,,2019-09-05,2985.8648
2019-09-06,21105.6497,,2019-09-06,1408.8386,,2019-09-06,2999.6013
2019-09-09,21102.4744,,2019-09-09,1414.9035,,2019-09-09,3024.7388
2019-09-10,21107.7864,,2019-09-10,1415.7934,,2019-09-10,3021.2024
2019-09-11,21259.4884,,2019-09-11,1423.9619,,2019-09-11,3008.8118
2019-09-12,21321.5996,,2019-09-12,1431.4342,,2019-09-12,3031.2351
2019-09-16,21182.6860,,2019-09-16,1443.0035,,2019-09-16,3030.7544
2019-09-17,21259.3161,,2019-09-17,1439.8544,,2019-09-17,2978.1178
2019-09-18,21265.9999,,2019-09-18,1437.0430,,2019-09-18,2985.6586
2019-09-19,21267.6270,,2019-09-19,1441.1118,,2019-09-19,2999.2789
2019-09-20,21162.9111,,2019-09-20,1447.7259,,2019-09-20,3006.4467
2019-09-23,21162.0567,,2019-09-23,1452.1197,,2019-09-23,2977.0767
2019-09-24,20982.4651,,2019-09-24,1457.5511,,2019-09-24,2985.3406
2019-09-25,21110.1946,,2019-09-25,1454.9154,,2019-09-25,2955.4325
2019-09-26,21060.4085,,2019-09-26,1455.5807,,2019-09-26,2929.0875
2019-09-27,20949.0368,,2019-09-27,1441.9727,,2019-09-27,2932.1670
2019-09-30,21054.1843,,2019-09-30,1429.3369,,2019-09-30,2905.1892
2019-10-08,20461.4562,,2019-10-08,1426.9954,,2019-10-08,2913.5704
2019-10-09,20648.3323,,2019-10-09,1422.9657,,2019-10-09,2924.8566
2019-10-10,20781.3935,,2019-10-10,1426.6118,,2019-10-10,2947.7106
2019-10-11,21007.8286,,2019-10-11,1431.7280,,2019-10-11,2973.6558
2019-10-14,20978.0959,,2019-10-14,1422.4635,,2019-10-14,3007.8834
2019-10-15,21181.8541,,2019-10-15,1447.7991,,2019-10-15,2991.0459
2019-10-16,21150.8609,,2019-10-16,1460.9645,,2019-10-16,2978.7124
2019-10-17,21222.1883,,2019-10-17,1461.8631,,2019-10-17,2977.3342
2019-10-18,21109.4478,,2019-10-18,1463.8461,,2019-10-18,2938.1413
2019-10-21,21251.4970,,2019-10-21,1470.2108,,2019-10-21,2939.6179
2019-10-22,21172.0621,,2019-10-22,1466.9187,,2019-10-22,2954.3799
2019-10-23,21257.5799,,2019-10-23,1475.8535,,2019-10-23,2941.6188
2019-10-24,21290.8781,,2019-10-24,1481.1551,,2019-10-24,2940.9215
2019-10-25,21384.2390,,2019-10-25,1485.0200,,2019-10-25,2954.9327
2019-10-28,21507.5438,,2019-10-28,1488.3849,,2019-10-28,2980.0498
2019-10-29,21445.6061,,2019-10-29,1488.8155,,2019-10-29,2954.1760
2019-10-30,21504.7120,,2019-10-30,1481.2621,,2019-10-30,2939.3209
2019-10-31,21424.8219,,2019-10-31,1486.2912,,2019-10-31,2929.0561
2019-11-01,21602.3940,,2019-11-01,1488.4992,,2019-11-01,2958.1992
2019-11-04,21665.4799,,2019-11-04,1485.5286,,2019-11-04,2975.4919
2019-11-05,21640.7129,,2019-11-05,1506.3337,,2019-11-05,2991.5622
2019-11-06,21562.0742,,2019-11-06,1496.6179,,2019-11-06,2978.5955
2019-11-07,21598.7281,,2019-11-07,1499.3697,,2019-11-07,2978.7144
2019-11-08,21634.5481,,2019-11-08,1496.5183,,2019-11-08,2964.1849
2019-11-11,21588.3870,,2019-11-11,1494.0077,,2019-11-11,2909.9746
2019-11-12,21639.1698,,2019-11-12,1509.4202,,2019-11-12,2914.8232
2019-11-13,21666.3245,,2019-11-13,1498.7214,,2019-11-13,2905.2409
2019-11-14,21702.1120,,2019-11-14,1490.8944,,2019-11-14,2909.8697
2019-11-15,21871.6162,,2019-11-15,1506.0470,,2019-11-15,2891.3431
